Titre,Démarrage,Entrées totales,Réalisateur,Pays,Genre,Date de sortie,Classification,Distributeur,Rang toutes exploitations,Rang général,Nb 1ère places hebdo,Nb semaines Top20,Meilleure place hebdo,Acteur principal,Acteur secondaire
dancing pina,24009.0,90215,,Allemagne,Documentaire,2023-04-12,Tous publics,Sophie Dulac,,,0,0,,,
je vous aime très beaucoup,23976.0,33284,,France,Comédie dramatique,2010-07-07,Tous publics,Jour2Fête,,,0,1,17.0,,
winnie l'ourson,67425.0,210516,,Etats-Unis,Animation,2011-04-13,Tous publics,Walt Disney Pictures,,,0,3,13.0,,
le pornographe,24236.0,64723,,France,Drame,2001-10-03,Moins de 16 ans,Haut et Court,,,0,0,,Jérémy Renier,
lebanon,23952.0,44562,,Israël,Guerre,2010-02-03,Tous publics,CTV International,,,0,1,19.0,,
libre,23881.0,61075,,France,Documentaire,2018-09-26,Tous publics,Jour2Fête,,,0,1,19.0,,
les bouchers verts,24055.0,30819,,Danemark,Comédie dramatique,2005-01-26,Moins de 12 ans,EuropaCorp,,,0,0,,Mads Mikkelsen,
cake,24050.0,30691,,Etats-Unis,Drame,2015-04-08,Tous publics,Warner Bros.,,,0,1,20.0,"Jennifer Aniston, Sam Worthington",William H. Macy
isolation,24308.0,33893,,Irlande,Horreur,2006-06-07,Moins de 12 ans,TFM Distribution,,,0,1,12.0,,
mumu,24559.0,43357,,France,Comédie,2010-03-24,Tous publics,Gébéka,,,0,1,18.0,Sylvie Testud,Michel Galabru
les enfants de la mer,24250.0,67132,,Japon,Animation,2019-07-10,Tous publics,Eurozoom,,,0,1,16.0,,
mary,24534.0,65454,,Italie,Drame,2005-12-21,Tous publics,Pan-Européenne,,,0,0,,"Juliette Binoche, Forest Whitaker","Marion Cotillard, Heather Graham"
un noël en famille,23900.0,48490,,France,Comédie,2024-12-18,Tous publics,KMBO,,,0,0,,Didier Bourdon,
des abeilles et des hommes,23880.0,122954,,Suisse,Documentaire,2013-02-20,Tous publics,Jour2Fête,,,0,0,,,
demain et tous les autres jours,23862.0,36322,,France,Comédie dramatique,2017-09-27,Tous publics,Gaumont,,,0,0,,,Mathieu Amalric
les nouveaux chiens de garde,23565.0,217509,,France,Documentaire,2012-01-11,Tous publics,Epicentre films,,,0,1,18.0,,
la nuée,23596.0,44193,,France,Fantasy,2021-06-16,Moins de 12 ans,The Jokers / Les Bookmakers,,,0,1,16.0,,
vic le petit viking,23615.0,41244,,Allemagne,Film familial,2010-07-21,Tous publics,Metropolitan,,,0,1,17.0,,
amsterdam,24277.0,238391,David O. Russell,Etats-Unis,Thriller,2022-11-01,Tous publics,Walt Disney Pictures,,,0,3,9.0,"Christian Bale, Margot Robbie, Matthias Schoenaerts","Robert De Niro, Mike Myers, Chris Rock"
mariage à la grecque 2,23626.0,25520,,Etats-Unis,Comédie,2016-03-30,Tous publics,Metropolitan,,,0,0,,,
félicité,23628.0,65535,,France,Drame,2017-03-29,Tous publics,Jour2Fête,,,0,1,19.0,,
prima la vita,23090.0,51797,,Italie,Drame,2025-02-12,Tous publics,Pyramide,,,0,0,,,
à peine j'ouvre les yeux,23107.0,86678,,France,Drame,2015-12-23,Tous publics,Shellac,,,0,0,,,
la femme du vème,23602.0,36659,,France,Thriller,2011-11-16,Tous publics,Haut et Court,,,0,1,19.0,"Ethan Hawke, Kristin Scott Thomas",
vincent doit mourir,23621.0,49133,,France,Thriller,2023-11-15,Tous publics,Capricci Films,,,0,0,,Karim Leklou,
andré le magnifique,23170.0,56915,,France,Comédie,2000-04-26,Tous publics,UFD,,,0,1,18.0,,
let's make money,23184.0,71046,,Autriche,Documentaire,2009-04-15,Tous publics,Ad vitam,,,0,0,,,
caos calmo,23652.0,52199,,Italie,Comédie dramatique,2008-12-10,Tous publics,Bac Films,,,0,0,,,"Charles Berling, Denis Podalydès"
randonneurs amateurs,23660.0,30202,,Etats-Unis,Comédie,2016-01-13,Tous publics,Metropolitan,,,0,0,,"Nick Nolte, Robert Redford",Emma Thompson
l'amant d'un jour,23197.0,51361,,France,Drame,2017-05-31,Tous publics,SBS Distribution,,,0,1,16.0,,
la nina de fuego,22674.0,60450,,Espagne,Thriller,2015-08-12,Tous publics,Version Originale,,,0,1,19.0,,
le soliste,23104.0,44840,,Etats-Unis,Drame,2009-12-23,Tous publics,Studiocanal,,,0,0,,"Robert Downey Jr, Jamie Foxx",
le sanctuaire,22686.0,34106,,Grande-Bretagne,Horreur,2016-03-30,Moins de 12 ans,Océan Films,,,0,0,,,
continuer,23142.0,44173,,France,Drame,2019-01-23,Tous publics,Le Pacte,,,0,0,,Virginie Efira,
camille,22694.0,62055,,France,Drame,2019-10-16,Tous publics,Pyramide,,,0,0,,,
37 : l'ombre et la proie,22704.0,27893,,France,Drame,2024-11-20,Tous publics,Sony Pictures,,,0,0,,,
le divan de staline,23154.0,46958,,France,Drame,2017-01-11,Tous publics,Alfama Films,,,0,0,,"Gérard Depardieu, Emmanuelle Seigner",
the trip,23155.0,55549,Michael Winterbottom,Grande-Bretagne,Comédie,2011-07-20,Tous publics,Ad vitam,,,0,1,18.0,,
"mais, y va où le monde ?",22769.0,43378,,France,Comédie,2011-02-23,Tous publics,MC4 Distribution,,,0,0,,,
leçons d'amour à l'italienne,22786.0,65263,,Italie,Romance,2006-07-05,Tous publics,ARP Selection,,,0,0,,,
minari,22413.0,59824,,Etats-Unis,Drame,2021-06-23,Tous publics,ARP Selection,,,0,0,,,
les yeux de julia,22417.0,40605,,Espagne,Horreur,2010-12-22,Tous publics,Universal,,,0,0,,,
the murderer,22431.0,46508,,Corée du Sud,Thriller,2011-07-20,Moins de 12 ans,Le Pacte,,,0,1,19.0,,
"nocturna, la nuit magique",22437.0,173402,,Espagne,Animation,2007-10-24,Tous publics,Gébéka,,,0,0,,,
ecole paternelle 2,22729.0,30317,,Etats-Unis,Film familial,2007-08-22,Tous publics,Sony Pictures,,,0,0,,Cuba Gooding Jr.,
half nelson,22746.0,54225,,Etats-Unis,Drame,2007-07-18,Tous publics,Colifilms,,,0,0,,Ryan Gosling,
les confins du monde,22746.0,48003,Guillaume Nicloux,France,Drame,2018-12-05,Moins de 12 ans,Ad vitam,,,0,0,,Gaspard Ulliel,Gérard Depardieu
the mother,22753.0,67758,,Grande-Bretagne,Drame,2004-03-10,Tous publics,UFD,,,0,0,,Daniel Craig,
les rascals,22510.0,37415,,France,Drame,2023-01-11,Moins de 12 ans,The Jokers / Les Bookmakers,,,0,1,18.0,,
rodéo,22033.0,36384,,France,Drame,2022-09-07,Tous publics,Films du Losange,,,0,0,,,
three times,22034.0,82583,,Chine,Drame,2005-11-16,Tous publics,Océan Films,,,0,0,,,
la voix du succès,22418.0,34071,,Etats-Unis,Romance,2020-07-15,Tous publics,Universal,,,0,2,10.0,,"Ice Cube, Bill Pullman"
une famille heureuse,22062.0,66964,,Georgie,Comédie dramatique,2017-05-10,Tous publics,Memento Films,,,0,1,18.0,,
une guitare à la mer,22070.0,99472,,France,Animation,2025-02-05,Tous publics,KMBO,,,0,0,,,
la cravate,22078.0,56923,,France,Documentaire,2020-02-05,Tous publics,Nour Films,,,0,0,,,
le retour (2023),22450.0,42286,,France,Drame,2023-07-12,Tous publics,Le Pacte,,,0,0,,,"Virginie Ledoyen, Denis Podalydès"
une famille respectable,22090.0,57772,,Iran,Drame,2012-10-31,Tous publics,Pyramide,,,0,0,,,
l'art de séduire,22104.0,40749,,France,Comédie,2011-07-27,Tous publics,Zelig Films,,,0,1,18.0,,
thelma,22109.0,33936,,Norvège,Fantasy,2017-11-22,Tous publics,Le Pacte,,,0,0,,,
la place d’une autre,22520.0,52735,,France,Drame,2022-01-19,Tous publics,Pyramide,,,0,1,20.0,Sabine Azéma,
le voyage du directeur des ressources humaines,21574.0,59518,,Israël,Comédie dramatique,2010-12-15,Tous publics,Pyramide,,,0,1,20.0,,
chili 1976,21613.0,50273,,Chili,Drame,2023-03-22,Tous publics,Sophie Dulac,,,0,0,,,
balada triste,21633.0,48533,,Espagne,Comédie dramatique,2011-06-22,Moins de 12 ans,SND,,,0,0,,,
l.i.e long island expressway,22072.0,57984,,Etats-Unis,Comédie dramatique,2003-01-15,Moins de 16 ans,Gémini Films,,,0,0,,Paul Dano,
"leo, roi de la jungle",21674.0,82804,,Japon,Animation,2005-04-20,Tous publics,Gébéka,,,0,0,,,
leave no trace,21684.0,62039,,Etats-Unis,Drame,2018-09-19,Tous publics,Condor Distribution,,,0,1,20.0,,
les contes de l'âge d'or (partie 1),21695.0,60375,,Roumanie,Comédie,2009-12-30,Tous publics,Le Pacte,,,0,0,,,
le bel âge,22130.0,40246,,France,Drame,2009-12-30,Tous publics,Sophie Dulac,,,0,0,,Michel Piccoli,
jours de pêche en patagonie,21726.0,71870,,Argentine,Drame,2012-12-26,Tous publics,Memento Films,,,0,0,,,
1:54,21207.0,31466,,Canada,Thriller,2017-03-15,Tous publics,ARP Selection,,,0,0,,,
les filles d'avril,21242.0,54212,,Mexique,Drame,2017-08-02,Tous publics,Version Originale,,,0,1,16.0,,
la flûte enchantée (2006),21658.0,43322,Kenneth Branagh,Grande-Bretagne,Musical,2006-12-13,Tous publics,Films du Losange,,,0,0,,,
comme un homme,21662.0,27487,,France,Drame,2012-08-15,Tous publics,Diaphana,,,0,1,19.0,Charles Berling,
benvenuti al sud,21667.0,27457,,Italie,Comédie,2010-11-24,Tous publics,Pathé,,,0,1,18.0,,
l'affaire collini,21272.0,45258,,Allemagne,Drame,2022-04-27,Tous publics,ARP Selection,,,0,2,14.0,,
sœurs,21699.0,41476,,France,Drame,2021-06-30,Tous publics,Jour2Fête,,,0,0,,Isabelle Adjani,
le jardin zen,21287.0,50433,,Japon,Comédie dramatique,2025-01-29,Tous publics,Art House,,,0,0,,,
la maison au toit rouge,21318.0,64817,,Japon,Comédie dramatique,2015-04-01,Tous publics,Pyramide,,,0,0,,,
nos soleils,20951.0,58017,,Espagne,Drame,2023-01-18,Tous publics,Pyramide,,,0,1,16.0,,
chicas,21236.0,33730,,France,Comédie dramatique,2010-03-10,Tous publics,UGC Distribution,,,0,0,,Emmanuelle Seigner,André Dussollier
tulpan,20953.0,53338,,Allemagne,Comédie,2009-03-04,Tous publics,ARP Selection,,,0,0,,,
la désintégration,20956.0,53337,,France,Drame,2012-02-15,Tous publics,Pyramide,,,0,0,,,
j'ai oublié de te dire...,21272.0,45085,,France,Drame,2010-04-28,Tous publics,Alexart Films,,,0,0,,Emilie Dequenne,
nos plus belles années (2021),21010.0,44369,,Italie,Comédie,2021-12-29,Tous publics,ARP Selection,,,0,0,,,
endurance,21024.0,66713,,Etats-Unis,Documentaire,2000-09-13,Tous publics,GBVI,,,0,1,19.0,,
la dernière reine,21049.0,75063,,Algérie,Drame,2023-04-19,Tous publics,Jour2Fête,,,0,1,20.0,,
l'amour et rien d'autre,20644.0,42574,,Allemagne,Drame,2012-04-18,Tous publics,Sophie Dulac,,,0,0,,,
pandorum,20977.0,32109,,Etats-Unis,Science Fiction,2009-09-30,Moins de 12 ans,SND,,,0,0,,Dennis Quaid,
the deep blue sea,21009.0,52292,,Etats-Unis,Drame,2012-06-20,Tous publics,Diaphana,,,0,0,,Rachel Weisz,
journal de france,20661.0,53930,,France,Documentaire,2012-06-13,Tous publics,Wild Bunch,,,0,1,20.0,,
une femme du monde,21018.0,41513,,France,Drame,2021-12-08,Tous publics,-,,,0,0,,Laure Calamy,
human,20678.0,33579,,France,Documentaire,2015-09-12,Tous publics,Paname Distribution,,,0,0,,,
téhéran tabou,20358.0,57246,,Allemagne,Animation,2017-10-04,Tous publics,ARP Selection,,,0,0,,,
"fidelio, l’odyssée d’alice",20627.0,58175,,France,Comédie dramatique,2014-12-24,Tous publics,Pyramide,,,0,0,,Melvil Poupaud,
en plein feu,20637.0,32522,,France,Aventure - Action,2023-03-08,Tous publics,Apollo Films,,,0,1,19.0,André Dussollier,
diane a les épaules,20367.0,32534,,France,Comédie,2017-11-15,Tous publics,Haut et Court,,,0,0,,,
une vie ailleurs,20654.0,33744,,France,Comédie dramatique,2017-03-22,Tous publics,Haut et Court,,,0,0,,"Ramzy Bedia, Isabelle Carré",
brimstone,20654.0,26800,,Danemark,Western,2017-03-22,Moins de 16 ans,The Jokers / Les Bookmakers,,,0,0,,"Dakota Fanning, Guy Pearce",
peur de rien,20660.0,40221,,France,Comédie dramatique,2016-02-10,Tous publics,Ad vitam,,,0,0,,Vincent Lacoste,
crosswind - la croisée des vents,20436.0,56042,,Estonie,Drame,2015-03-11,Tous publics,ARP Selection,,,0,0,,,
gente de bien,20140.0,33739,,Colombie,Drame,2015-03-18,Tous publics,Ad vitam,,,0,0,,,
samsara,20142.0,395406,,France,Aventure - Action,2002-04-30,Tous publics,Océan Films,,,0,3,12.0,,
lynx,20163.0,135835,,France,Documentaire,2022-01-19,Tous publics,Gébéka,,,0,0,,,
difret,20169.0,50772,,Etats-Unis,Drame,2015-07-08,Tous publics,Ad vitam,,,0,0,,,
lune de miel,20178.0,34973,,Roumanie,Comédie dramatique,2019-06-12,Tous publics,Le Pacte,,,0,1,17.0,,
notre jour viendra,20368.0,34925,,France,Drame,2010-09-15,Moins de 12 ans,UGC Distribution,,,0,0,,Vincent Cassel,
jane par charlotte,20374.0,42174,,France,Documentaire,2022-01-12,Tous publics,Jour2Fête,,,0,1,20.0,Charlotte Gainsbourg,
7 jours à la havane,20211.0,37661,,Espagne,Drame,2012-05-30,Tous publics,Rezo Films,,,0,1,14.0,,
gerry,20393.0,51741,Gus Van Sant,Etats-Unis,Drame,2004-03-03,Tous publics,MK2 Diffusion,,,0,0,,"Casey Affleck, Matt Damon",
enfance clandestine,20221.0,58097,,Espagne,Drame,2013-05-08,Tous publics,Pyramide,,,0,0,,,
"anzu, chat-fantôme",19927.0,52574,,Japon,Animation,2024-08-21,Tous publics,Diaphana,,,0,1,19.0,,
le petit gruffalo,20154.0,153015,,Grande-Bretagne,Animation,2012-10-17,Tous publics,Films du Préau,,,0,3,19.0,,
long way home,20003.0,65001,,Etats-Unis,Comédie dramatique,2003-07-02,Tous publics,Studiocanal,,,0,1,19.0,,
taj mahal,20007.0,30174,,France,Drame,2015-12-02,Tous publics,Bac Films,,,0,1,17.0,,
d'artagnan et les trois mousquetaires,20012.0,21443,,Espagne,Animation,2021-08-25,Tous publics,-,,,0,0,,,
transit,20023.0,36697,,Allemagne,Drame,2018-04-25,Tous publics,Films du Losange,,,0,0,,,
16 levers de soleil,20034.0,35875,,France,Documentaire,2018-10-03,Tous publics,-,,,0,0,,,
dark touch,20052.0,27522,,France,Horreur,2014-03-19,Moins de 12 ans,KMBO,,,0,0,,,
ici-bas,20055.0,38929,,France,Drame,2012-01-18,Tous publics,Pyramide,,,0,0,,,
sunset,20064.0,41875,,Hongrie,Drame,2019-03-20,Tous publics,Ad vitam,,,0,0,,,
du mali au mississippi collection the blues,20224.0,84223,Martin Scorsese,Etats-Unis,Documentaire,2004-03-24,Tous publics,Bac Films,,,0,0,,,
le rire de ma mère,19356.0,34125,,France,Comédie dramatique,2018-01-17,Tous publics,La Belle Company,,,0,0,,,
a bittersweet life,19367.0,30772,,Corée du Sud,Aventure - Action,2006-05-10,Moins de 12 ans,Studiocanal,,,0,0,,,
l'importance d'être constant,19985.0,63130,,Etats-Unis,Romance,2003-04-30,Tous publics,Bac Films,,,0,0,,"Colin Firth, Reese Witherspoon",Judi Dench
confession d'un dragueur,19518.0,25796,,France,Comédie dramatique,2001-07-25,Tous publics,Rezo Films,,,0,1,12.0,,
une histoire italienne,20013.0,37672,,Italie,Drame,2008-07-09,Tous publics,Océan Films,,,0,1,17.0,Monica Bellucci,
les engagés,19609.0,40321,,France,Drame,2022-11-16,Tous publics,-,,,0,1,20.0,,
capelito le champignon magique,19617.0,58301,,Espagne,Animation,2010-10-27,Tous publics,-,,,0,0,,,
nos souvenirs,20069.0,28106,Gus Van Sant,Etats-Unis,Drame,2016-04-27,Tous publics,SND,,,0,0,,"Matthew McConaughey, Naomi Watts",
vivre me tue,20070.0,37752,,France,Comédie dramatique,2003-06-18,Tous publics,Cineteve Distribution,,,0,0,,Sylvie Testud,
ibrahim,19626.0,42918,,France,Drame,2021-06-23,Tous publics,Le Pacte,,,0,0,,,
i am not your negro,19347.0,81643,,Etats-Unis,Documentaire,2017-05-10,Tous publics,Sophie Dulac,,,0,0,,,
les sorcières de zugarramurdi,19130.0,26043,,Espagne,Comédie,2014-01-08,Tous publics,Rezo Films,,,0,0,,,
les ardennes,19135.0,40376,,Belgique,Thriller,2016-04-13,Moins de 12 ans,Diaphana,,,0,0,,,
carrement à l'ouest,19380.0,54479,Jacques Doillon,France,Comédie dramatique,2001-05-23,Tous publics,Films du Losange,,,0,1,16.0,,
brooklyn yiddish,19162.0,48898,,Etats-Unis,Drame,2017-10-25,Tous publics,Sophie Dulac,,,0,0,,,
rubber,19555.0,49424,Quentin Dupieux,France,Comédie dramatique,2010-11-10,Tous publics,UFO Distribution,,,0,0,,,
rendez-vous l'été prochain,19582.0,38415,,Etats-Unis,Comédie,2010-12-29,Tous publics,Le Pacte,,,0,0,,Philip Seymour Hoffman,
langue étrangère,19171.0,35332,,France,Comédie dramatique,2024-09-11,Tous publics,Ad vitam,,,0,0,,,
2ème sous-sol,19174.0,31649,,Etats-Unis,Horreur,2008-03-05,Moins de 16 ans,SND,,,0,0,,,
miss hokusai,19196.0,71636,,Japon,Animation,2015-09-02,Tous publics,Eurozoom,,,0,0,,,
une famille italienne,19198.0,47913,,Italie,Comédie dramatique,2018-08-01,Tous publics,Mars Distribution,,,0,1,19.0,,
project silence,18669.0,24885,,Corée du Sud,Thriller,2024-08-21,Tous publics,KMBO,,,0,0,,,
la cordillère des songes,18687.0,56941,,Chili,Documentaire,2019-10-30,Tous publics,Pyramide,,,0,0,,,
au fil des saisons,19143.0,34437,,France,Comédie dramatique,2024-02-21,Tous publics,UGC Distribution,,,0,0,,Catherine Deneuve,
"hedi, un vent de liberté",18701.0,39949,,Tunisie,Drame,2016-12-28,Tous publics,Bac Films,,,0,0,,,
knight of cups,19152.0,34574,Terrence Malick,Etats-Unis,Drame,2015-11-25,Tous publics,Metropolitan,,,0,1,19.0,"Cate Blanchett, Christian Bale, Natalie Portman",Antonio Banderas
mange tes morts,18775.0,41860,,France,Drame,2014-09-17,Tous publics,Capricci Films,,,0,0,,,
je ne suis pas un salaud,19172.0,35995,,France,Drame,2016-02-24,Tous publics,Bac Films,,,0,0,,Mélanie Thierry,
la course du siècle,18795.0,44646,,Allemagne,Animation,2015-10-21,Tous publics,Gébéka,,,0,0,,,
les tourouges et les toubleus,18363.0,104239,,Grande-Bretagne,Animation,2023-10-18,Tous publics,Films du Préau,,,0,0,,,
azul,18382.0,55193,,Espagne,Drame,2007-02-28,Tous publics,MK2 Diffusion,,,0,0,,,
"la femme des steppes, le flic et l'oeuf",18400.0,72111,,Mongolie,Comédie,2020-08-19,Tous publics,Diaphana,,,0,3,17.0,,
la mort de louis xiv,18407.0,38877,,France,Drame,2016-11-02,Tous publics,Capricci Films,,,0,0,,,
une seconde femme,18407.0,33856,,Turquie,Drame,2012-06-06,Tous publics,KMBO,,,0,1,19.0,,
au plus près du soleil,18815.0,24430,,France,Drame,2015-09-09,Tous publics,Bac Films,,,0,0,,Sylvie Testud,
king of california,18825.0,26819,,Etats-Unis,Comédie dramatique,2007-09-12,Tous publics,Metropolitan,,,0,0,,Michael Douglas,
american haunting,18342.0,27030,,Etats-Unis,Horreur,2007-04-25,Moins de 12 ans,CTV International,,,0,0,,,
rien que du bonheur,18358.0,27822,,France,Comédie,2003-05-14,Tous publics,CTV International,,,0,1,19.0,,Alexandra Lamy
sur le bout des doigts,18089.0,51412,,France,Drame,2002-06-12,Tous publics,Océan Films,,,0,1,15.0,,
mon espion préféré,18363.0,22523,,Etats-Unis,Comédie,2008-11-05,Tous publics,Colifilms,,,0,0,,"Antonio Banderas, Meg Ryan",
green border,18130.0,74506,,Pologne,Drame,2024-02-07,Tous publics,Condor Distribution,,,0,0,,,
makala,18134.0,48110,,France,Drame,2017-12-06,Tous publics,Films du Losange,,,0,0,,,
stubby,18400.0,63503,,Etats-Unis,Animation,2019-05-22,Tous publics,Eurozoom,,,0,2,15.0,,
métamorphoses,17819.0,36389,,France,Comédie dramatique,2014-09-03,Tous publics,Sophie Dulac,,,0,0,,,
snow cake,18089.0,32689,,Grande-Bretagne,Drame,2007-01-31,Tous publics,MK2 Diffusion,,,0,0,,"Carrie-Anne Moss, Alan Rickman, Sigourney Weaver",
le serment de pamfir,17829.0,49451,,Ukraine,Drame,2022-11-02,Tous publics,Condor Distribution,,,0,0,,,
l'enfer (hg clouzot),18090.0,50507,,France,Documentaire,2009-11-11,Tous publics,MK2 Diffusion,,,0,1,20.0,Romy Schneider,
american pastoral,18114.0,29279,,Etats-Unis,Drame,2016-12-28,Tous publics,Mars Distribution,,,0,0,,"Jennifer Connelly, Dakota Fanning, Ewan McGregor",
et (beaucoup) plus si affinités,18123.0,18123,,Irlande,Romance,2014-10-29,Tous publics,SND,,,0,0,,Daniel Radcliffe,Adam Driver
ni le ciel ni la terre,18127.0,37262,,France,Guerre,2015-09-30,Tous publics,Diaphana,,,0,0,,Jérémy Renier,
une famille syrienne,17832.0,50750,,Belgique,Drame,2017-09-06,Moins de 12 ans,KMBO,,,0,0,,,
rabia (2024),17851.0,35969,,France,Drame,2024-11-27,Moins de 12 ans,Memento Films,,,0,0,,,
l'enigme velázquez,18147.0,24369,,France,Documentaire,2025-02-26,Tous publics,Bodega Films,,,0,0,,,
un noël de folie!,18148.0,20563,,Etats-Unis,Comédie,2004-12-15,Tous publics,Gaumont Sony,,,0,0,,Tim Allen,
icare,18155.0,85555,,Luxembourg,Animation,2022-03-30,Tous publics,Bac Films,,,0,1,17.0,,
après la vie (la trilogie 3),17800.0,153610,,France,Drame,2003-01-08,Tous publics,Diaphana,,,0,5,17.0,,Catherine Frot
real,17584.0,40587,,Japon,Science Fiction,2014-03-26,Tous publics,Version Originale,,,0,0,,,
le sourire de ma mère,17628.0,67215,,Italie,Comédie dramatique,2002-11-20,Tous publics,Océan Films,,,0,0,,,
les enfants de belle ville,17633.0,80358,,Iran,Drame,2012-07-11,Tous publics,Memento Films,,,0,0,,,
les garçons sauvages,17652.0,43405,,France,Fantasy,2018-02-28,Moins de 12 ans,UFO Distribution,,,0,0,,,
duelist,17682.0,22128,,Corée du Sud,Aventure - Action,2006-05-17,Tous publics,Fabrique de Films,,,0,0,,,
le sel de la mer,17289.0,58494,,Palestine,Comédie dramatique,2008-09-03,Tous publics,Pyramide,,,0,0,,,
mère et fils,17303.0,38366,,Roumanie,Drame,2014-01-15,Tous publics,Sophie Dulac,,,0,0,,,
mon ami le petit manchot,17604.0,60808,,Brésil,Film familial,2024-08-07,Tous publics,KMBO,,,0,2,15.0,Jean Reno,
ondine (2020),17317.0,45059,,Allemagne,Drame,2020-09-23,Tous publics,Films du Losange,,,0,1,19.0,,
retour à montauk,17360.0,35957,,Allemagne,Drame,2017-06-14,Tous publics,Gaumont,,,0,1,16.0,,
eternal daughter,17362.0,32066,,Grande-Bretagne,Drame,2023-03-22,Tous publics,Condor Distribution,,,0,0,,,
separate lies,17638.0,58357,,Grande-Bretagne,Drame,2006-03-29,Tous publics,20th Century Fox,,,0,0,,Emily Watson,
"echo park, l.a.",17363.0,50754,,Etats-Unis,Drame,2006-07-05,Tous publics,Epicentre films,,,0,0,,,
ainsi va la vie,17655.0,22664,Rob Reiner,Etats-Unis,Comédie dramatique,2016-09-14,Tous publics,-,,,0,0,,"Michael Douglas, Diane Keaton",
sky,17657.0,34599,,France,Drame,2016-04-06,Tous publics,Haut et Court,,,0,0,,Diane Kruger,Gilles Lellouche
les initiés,17676.0,26984,,Etats-Unis,Thriller,2000-09-06,Tous publics,-,,,0,1,17.0,Vin Diesel,Ben Affleck
where to invade next,17683.0,29643,Michael Moore,Etats-Unis,Documentaire,2016-09-14,Tous publics,Chrysalide,,,0,0,,,
le miracle du saint inconnu,17005.0,43209,,Maroc,Comédie dramatique,2020-01-01,Tous publics,Condor Distribution,,,0,0,,,
sisters (2016),17006.0,20405,,Etats-Unis,Comédie,2016-05-11,Tous publics,Universal,,,0,0,,,
la bataille de solférino,17350.0,30951,,France,Comédie dramatique,2013-09-18,Tous publics,Shellac,,,0,0,,Vincent Macaigne,
